Unnamed: 0,dataset,n_records,n_subjects,n_tasks,nchans_set,sampling_freqs,duration_hours_total,size,size_bytes,source,DatasetID,Type Subject,modality of exp,type of exp,record_modality,dataset_title,license,doi,nemar_citation_count
115,ds003753,25,25,1,66,500,10.10425,4.62 GB,4965119239,openneuro,ds003753,Healthy,Visual,Learning,eeg,EEG: Probabilistic Learning with Affective Feedback: Exp #2,CC0,10.18112/openneuro.ds003753.v1.1.0,0.0
116,ds003766,124,31,4,129,1000,40.77816472222222,71.31 GB,76565985366,openneuro,ds003766,Healthy,Visual,Decision-making,eeg,A resource for assessing dynamic binary choices in the adult brain using EEG and mouse-tracking,CC0,doi:10.18112/openneuro.ds003766.v2.0.3,1.0
117,ds003768,255,33,2,32,5000,60.597566666666665,86.56 GB,92938507671,openneuro,ds003768,Healthy,Sleep,Sleep,eeg,Simultaneous EEG and fMRI signals during sleep from humans,CC0,10.18112/openneuro.ds003768.v1.0.0,21.0
118,ds003774,240,20,1,129,1000*,8.63974111111111,10.12 GB,10863711359,openneuro,ds003774,Healthy,Auditory,Affect,eeg,Music Listening- Genre EEG dataset (MUSIN-G),CC0,10.18112/openneuro.ds003774.v1.0.0,8.0
119,ds003775,153,111,1,64,1024,10.2,4.49 GB,4815795862,openneuro,ds003775,Healthy,Resting State,Resting-state,eeg,SRM Resting-state EEG,CC0,doi:10.18112/openneuro.ds003775.v1.2.1,8.0
120,ds003800,24,13,2,19,250,1.4111111111111112,189.25 MB,198443567,openneuro,ds003800,Dementia,Auditory,Clinical/Intervention,eeg,Auditory Gamma Entrainment,CC0,10.18112/openneuro.ds003800.v1.0.0,4.0
121,ds003801,20,20,1,24,250,13.688888888888888,1.15 GB,1233075132,openneuro,ds003801,Healthy,Auditory,Attention,eeg,Neural Tracking to go,CC0,doi:10.18112/openneuro.ds003801.v1.0.0,2.0
122,ds003805,1,1,1,19,500,0.0333333333333333,8.8 MB,9223975,openneuro,ds003805,Healthy,Multisensory,Learning,eeg,Multisensory Gamma Entrainment,CC0,10.18112/openneuro.ds003805.v1.0.0,3.0
123,ds003810,50,10,1,15,125,5.188611111111111,69.01 MB,72366316,openneuro,ds003810,Healthy,Motor,Clinical/Intervention,eeg,Motor Imagery vs Rest - Low-Cost EEG System,CC0,doi:10.18112/openneuro.ds003810.v2.0.2,2.0
124,ds003816,1077,48,8,128,1000,161.7142777777778,53.97 GB,57954833842,openneuro,ds003816,Healthy,Other,Affect,eeg,The Effect of Buddhism Derived Loving Kindness Meditation on Modulating EEG: Long-term and Short-term Effect,CC0,10.18112/openneuro.ds003816.v1.0.1,
125,ds003822,25,25,1,66,500,12.87734722222222,5.82 GB,6248471793,openneuro,ds003822,Healthy,Visual,Affect,eeg,EEG: Probabilistic Learning with Affective Feedback: Exp #1,CC0,10.18112/openneuro.ds003822.v1.1.0,0.0
126,ds003825,50,50,1,63*,1000,46.32270555555555,41.22 GB,44258973478,openneuro,ds003825,Healthy,Visual,Perception,eeg,"Human electroencephalography recordings from 50 subjects for 22,248 images from 1,854 object concepts",CC0,10.18112/openneuro.ds003825.v1.1.0,2.0
127,ds003838,130,65,2,63,1000,142.7015113888889,100.21 GB,107600042705,openneuro,ds003838,Healthy,Auditory,Memory,eeg,"EEG, pupillometry, ECG and photoplethysmography, and behavioral data in the digit span task and rest",CC0,doi:10.18112/openneuro.ds003838.v1.0.6,7.0
128,ds003844,38,6,1,33*,2048*,2.779091118706597,2.6 GB,2795794610,openneuro,ds003844,Epilepsy,Resting State,Clinical/Intervention,ieeg,Dataset Clinical Epilepsy iEEG to BIDS -RESPect_intraoperative_iEEG,CC0,10.18112/openneuro.ds003844.v1.0.1,0.0
129,ds003846,50,19,1,64,500,22.727667222222223,9.76 GB,10480325277,openneuro,ds003846,Healthy,Multisensory,Decision-making,eeg,Prediction Error,CC0,doi:10.18112/openneuro.ds003846.v2.0.2,5.0
130,ds003848,22,6,6,133*,2048*,20.275720486111112,64.98 GB,69773848040,openneuro,ds003848,Epilepsy,Other,Clinical/Intervention,ieeg,Dataset Clinical Epilepsy iEEG to BIDS - RESPect_longterm_iEEG,CC0,10.18112/openneuro.ds003848.v1.0.3,1.0
131,ds003876,54,39,3,128*,1000*,5.757709854501917,5.0 GB,5368598177,openneuro,ds003876,Epilepsy,Resting State,Clinical/Intervention,ieeg,Epilepsy-iEEG-Interictal-Multicenter-Dataset,CC0,doi:10.18112/openneuro.ds003876.v1.0.2,3.0
132,ds003885,24,24,1,128,1000,27.061438888888887,46.15 GB,49551741596,openneuro,ds003885,Healthy,Visual,Perception,eeg,Capacity for movement is an organisational principle in object representations: EEG data from Experiment 1,CC0,doi:10.18112/openneuro.ds003885.v1.0.7,2.0
133,ds003887,24,24,1,128,1000,26.815155555555556,45.73 GB,49100681711,openneuro,ds003887,Healthy,Visual,Perception,eeg,Capacity for movement is an organisational principle in object representations: EEG data from Experiment 2,CC0,doi:10.18112/openneuro.ds003887.v1.2.2,3.0
134,ds003922,164,14,3,342*,1000,16.487458055555557,75.7 GB,81285134094,openneuro,ds003922,Healthy,Multisensory,Perception,meg,Multisensory Correlation Detector,CC0,doi:10.18112/openneuro.ds003922.v1.0.1,1.0
135,ds003944,82,82,1,64,1000*,6.999305547125,6.15 GB,6606397463,openneuro,ds003944,Schizophrenia/Psychosis,Resting State,Clinical/Intervention,eeg,EEG: First Episode Psychosis vs. Control Resting Task 1,CC0,doi:10.18112/openneuro.ds003944.v1.0.1,7.0
136,ds003947,61,61,1,64,3000*,5.265971754930556,12.54 GB,13466591790,openneuro,ds003947,Schizophrenia/Psychosis,Resting State,Clinical/Intervention,eeg,EEG: First Episode Psychosis vs. Control Resting Task 2,CC0,doi:10.18112/openneuro.ds003947.v1.0.1,8.0
137,ds003969,392,98,4,79*,1024*,66.53361111111111,54.46 GB,58478045346,openneuro,ds003969,Healthy,Auditory,Attention,eeg,Meditation vs thinking task,CC0,doi:10.18112/openneuro.ds003969.v1.0.0,7.0
138,ds003987,69,23,1,71,500,52.076385814525466,25.57 GB,27451677701,openneuro,ds003987,Healthy,Visual,Attention,eeg,EEG: Amphetamine trials 5CCPT and Probabilistic Learning,CC0,doi:10.18112/openneuro.ds003987.v1.0.0,1.0
139,ds004000,86,43,2,132,2048,12.335,22.5 GB,24161100490,openneuro,ds004000,Schizophrenia/Psychosis,Multisensory,Decision-making,eeg,Fribourg Ultimatum Game in Schizophrenia Study,CC0,doi:10.18112/openneuro.ds004000.v1.0.0,6.0
140,ds004010,24,24,1,64,1000,26.45728861111111,23.14 GB,24844863656,openneuro,ds004010,Healthy,Multisensory,Attention,eeg,MAVIS,CC0,doi:10.18112/openneuro.ds004010.v1.0.0,0.0
141,ds004011,132,22,1,309,1200,39.53718888888889,198.12 GB,212729784057,openneuro,ds004011,Healthy,Visual,Perception,meg,The nature of neural object representations during dynamic occlusion,CC0,doi:10.18112/openneuro.ds004011.v1.0.3,1.0
142,ds004012,294,30,10,383,1000,15.016307222222222,78.33 GB,84108428161,openneuro,ds004012,Unknown,Unknown,Unknown,meg,BRAR_NQ,CC0,doi:10.18112/openneuro.ds004012.v1.0.0,1.0
143,ds004015,36,36,1,18,500,47.28973222222222,6.03 GB,6475869232,openneuro,ds004015,Healthy,Auditory,Attention,eeg,Attended speaker paradigm (cEEGrid data),CC0,doi:10.18112/openneuro.ds004015.v1.0.2,3.0
144,ds004017,63,21,0,65,2048,7.723333333333334,20.93 GB,22471485461,openneuro,ds004017,Healthy,Visual,Learning,eeg,Embodied Learning for Literacy EEG,CC0,doi:10.18112/openneuro.ds004017.v1.0.3,1.0
145,ds004018,32,16,1,63,1000,0.7925055555555556,10.56 GB,11334174445,openneuro,ds004018,Healthy,Visual,Learning,eeg,EEG recordings for 200 object images presented in RSVP sequences at 5Hz or 20Hz,CC0,doi:10.18112/openneuro.ds004018.v2.0.0,0.0
146,ds004019,62,62,1,128,500,,17.28 GB,18550696170,openneuro,ds004019,Obese,Visual,Other,eeg,Effect of obesity on arithmetic processing in preteens with high and low math skills. An event-related potentials study,CC0,doi:10.18112/openneuro.ds004019.v1.0.0,1.0
147,ds004022,21,7,1,18*,500,,616.57 MB,646522651,openneuro,ds004022,Other,Visual,Motor,eeg,Multimodal EEG and fNIRS Biosignal Acquisition during Motor Imagery Tasks in Patients with Orthopedic Impairment,CC0,doi:10.18112/openneuro.ds004022.v1.0.0,1.0
148,ds004024,497,13,3,69,20000,54.50040104166667,1021.22 GB,1096522005938,openneuro,ds004024,Healthy,Visual,Clinical/Intervention,eeg,"TMS-EEG-MRI-fMRI-DWI data on paired associative stimulation and connectivity (Shirley Ryan AbilityLab, Chicago, IL)",CC0,doi:10.18112/openneuro.ds004024.v1.0.1,1.0
149,ds004033,36,18,2,67,500,42.64460166666667,19.81 GB,21270391132,openneuro,ds004033,Healthy,Motor,Motor,eeg,Electrode walking study,CC0,doi:10.18112/openneuro.ds004033.v1.0.0,2.0
150,ds004040,26,13,1,64,512,25.56194444444445,11.59 GB,12440254661,openneuro,ds004040,Healthy,Auditory,Other,eeg,Trance channeling EEG study,CC0,doi:10.18112/openneuro.ds004040.v1.0.0,1.0
151,ds004043,20,20,1,63,1000,18.234355555555553,15.44 GB,16582819425,openneuro,ds004043,Healthy,Visual,Attention,eeg,The time-course of feature-based attention effects dissociated from temporal expectation and target-related processes,CC0,doi:10.18112/openneuro.ds004043.v1.1.0,1.0
152,ds004067,84,80,1,63,2000,59.642625,100.79 GB,108218050324,openneuro,ds004067,Healthy,Visual,Affect,eeg,Moral conviction and metacognitive ability shape multiple stages of information processing,CC0,doi:10.18112/openneuro.ds004067.v1.0.1,1.0
153,ds004075,116,29,4,64,1000,12.554977777777776,7.39 GB,7936059852,openneuro,ds004075,Unknown,Unknown,Unknown,eeg,what_are_we_talking_about,CC0,doi:10.18112/openneuro.ds004075.v1.0.0,1.0
154,ds004078,720,12,1,328,1000,68.09214861111111,631.1 GB,677637752173,openneuro,ds004078,Healthy,Auditory,Other,meg,A synchronized multimodal neuroimaging dataset to study brain language processing,CC0,doi:10.18112/openneuro.ds004078.v1.0.4,4.0
155,ds004080,117,74,1,133*,2048*,89.39102945963542,269.11 GB,288953106451,openneuro,ds004080,Epilepsy,Other,Clinical/Intervention,ieeg,CCEP ECoG dataset across age 4-51,CC0,doi:10.18112/openneuro.ds004080.v1.2.4,2.0
156,ds004100,319,57,2,122*,512*,25.717898949652778,13.22 GB,14196260504,openneuro,ds004100,Epilepsy,Other,Clinical/Intervention,ieeg,HUP iEEG Epilepsy Dataset,CC0,doi:10.18112/openneuro.ds004100.v1.1.3,21.0
157,ds004105,34,17,1,74,1024,,20.37 GB,21876513335,openneuro,ds004105,Healthy,Multisensory,Attention,eeg,BCIT Auditory Cueing,CC0,doi:10.18112/openneuro.ds004105.v1.0.0,0.0
158,ds004106,29,27,1,262,1024,,67.61 GB,72590770632,openneuro,ds004106,Healthy,Visual,Attention,eeg,BCIT Advanced Guard Duty,CC0,doi:10.18112/openneuro.ds004106.v1.0.0,0.0
159,ds004107,89,9,6,318*,1792*,23.117616255933115,77.21 GB,82901417999,openneuro,ds004107,Unknown,Unknown,Unknown,meg,MIND DATA,CC0,doi:10.18112/openneuro.ds004107.v1.0.0,1.0
160,ds004117,85,23,1,71,250*,15.464153618985735,5.8 GB,6229874415,openneuro,ds004117,Healthy,Visual,Memory,eeg,Sternberg Working Memory,CC0,doi:10.18112/openneuro.ds004117.v1.0.1,2.0
161,ds004118,247,156,1,266*,1024*,,124.34 GB,133504200631,openneuro,ds004118,Unknown,Unknown,Unknown,eeg,BCIT Calibration Driving,CC0,doi:10.18112/openneuro.ds004118.v1.0.1,0.0
162,ds004119,22,21,1,262,1024,,55.14 GB,59203206625,openneuro,ds004119,Healthy,Visual,Attention,eeg,BCIT Basic Guard Duty,CC0,doi:10.18112/openneuro.ds004119.v1.0.0,0.0
163,ds004120,131,109,1,266*,1024*,,302.49 GB,324791400217,openneuro,ds004120,Healthy,Visual,Attention,eeg,BCIT Baseline Driving,CC0,doi:10.18112/openneuro.ds004120.v1.0.0,0.0
164,ds004121,60,21,1,74,1024,,23.91 GB,25671365743,openneuro,ds004121,Healthy,Multisensory,Attention,eeg,BCIT Mind Wandering,CC0,doi:10.18112/openneuro.ds004121.v1.0.0,0.0
165,ds004122,63,32,1,74,1024,,36.16 GB,38826707124,openneuro,ds004122,Healthy,Visual,Attention,eeg,BCIT Speed Control,CC0,doi:10.18112/openneuro.ds004122.v1.0.0,0.0
166,ds004123,30,29,1,74,1024,,17.52 GB,18814102906,openneuro,ds004123,Healthy,Visual,Attention,eeg,BCIT Traffic Complexity,CC0,doi:10.18112/openneuro.ds004123.v1.0.0,0.0
167,ds004127,73,8,11,128*,20000,6.083819444444444,187.52 GB,201353276068,openneuro,ds004127,Other,Tactile,Other,ieeg,Somatosensory Cortex Rat DISC Data,CC0,doi:10.18112/openneuro.ds004127.v3.0.0,1.0
168,ds004147,12,12,1,31,1000,9.60806111111111,4.0 GB,4291179548,openneuro,ds004147,Healthy,Visual,Learning,eeg,Average Task Value,CC0,doi:10.18112/openneuro.ds004147.v1.0.2,2.0
169,ds004148,900,60,5,61,500,75.0,30.67 GB,32936811897,openneuro,ds004148,Healthy,Other,Other,eeg,A test-retest resting and cognitive state EEG dataset,CC0,doi:10.18112/openneuro.ds004148.v1.0.0,12.0
170,ds004151,57,57,1,128,500,,23.14 GB,24845636935,openneuro,ds004151,Obese,Visual,Attention,eeg,"Effect of obesity on inhibitory control in preadolescents during stop-signal 
task. An event-related potentials study",CC0,doi:10.18112/openneuro.ds004151.v1.0.0,1.0
171,ds004152,21,21,1,31,1000,11.451405555555557,4.77 GB,5118532675,openneuro,ds004152,Healthy,Multisensory,Learning,eeg,Drum Trainer,CC0,doi:10.18112/openneuro.ds004152.v1.1.2,1.0
172,ds004166,213,71,1,[],[],,77.37 GB,83074443348,openneuro,ds004166,Healthy,Visual,Learning,eeg,"Effects of Forward and Backward Span Trainings on Working Memory: Evidence from a Randomized, Controlled Trial",CC0,doi:10.18112/openneuro.ds004166.v1.0.0,1.0
173,ds004194,209,14,7,265*,512*,6.3436859809027775,7.83 GB,8405758704,openneuro,ds004194,Epilepsy,Visual,Perception,ieeg,Visual ECoG dataset,CC0,doi:10.18112/openneuro.ds004194.v3.0.0,4.0
174,ds004196,4,4,1,64,512,1.511111111111111,9.33 GB,10022897658,openneuro,ds004196,Healthy,Visual,Clinical/Intervention,eeg,Bimodal dataset on Inner speech,CC0,doi:10.18112/openneuro.ds004196.v2.0.2,1.0
175,ds004200,20,20,1,37,1000,14.122722222222222,7.21 GB,7740008000,openneuro,ds004200,Healthy,Multisensory,Attention,eeg,Temporal Scaling,CC0,doi:10.18112/openneuro.ds004200.v1.0.1,1.0
176,ds004212,500,5,1,310,1200,45.239891666666665,237.69 GB,255218599475,openneuro,ds004212,Unknown,Unknown,Unknown,meg,THINGS-MEG,CC0,doi:10.18112/openneuro.ds004212.v3.0.0,3.0
177,ds004229,3,2,2,332,1200,0.3313884259259259,1.78 GB,1908935731,openneuro,ds004229,Dyslexia,Auditory,Perception,meg,amnoise,CC0,doi:10.18112/openneuro.ds004229.v1.0.3,0.0
178,ds004252,1,1,1,127,1000,0.7596333333333333,1.3 GB,1392179512,openneuro,ds004252,Healthy,Visual,Perception,eeg,Rotation-tolerant representations elucidate the time course of high-level object processing,CC0,doi:10.18112/openneuro.ds004252.v1.0.2,1.0
179,ds004256,53,53,2,64,500,42.33703611111111,18.18 GB,19516271222,openneuro,ds004256,Healthy,Auditory,Perception,eeg,Encoding of Sound Source Elevation in Human Cortex,CC0,doi:10.18112/openneuro.ds004256.v1.0.5,0.0
180,ds004262,21,21,1,31,1000,8.347866666666667,3.47 GB,3728371669,openneuro,ds004262,Healthy,Visual,Learning,eeg,Continuous Feedback Processing,CC0,doi:10.18112/openneuro.ds004262.v1.0.0,1.0
181,ds004264,21,21,1,31,1000,7.460555555555556,3.3 GB,3546002190,openneuro,ds004264,Healthy,Visual,Learning,eeg,Steer the Ship,CC0,doi:10.18112/openneuro.ds004264.v1.1.0,0.0
182,ds004276,19,19,2,193,1000,5.2202725,11.61 GB,12467037085,openneuro,ds004276,Unknown,Unknown,Unknown,meg,Auditory single word recognition in MEG,CC0,doi:10.18112/openneuro.ds004276.v1.0.0,2.0
183,ds004278,30,30,1,306,1200,15.533326388888888,76.7 GB,82360041747,openneuro,ds004278,Unknown,Unknown,Unknown,meg,Sustained Neural Representations of Personally Familiar People and Places During Cued Recall,CC0,doi:10.18112/openneuro.ds004278.v1.0.1,0.0
184,ds004279,60,56,1,69,1000,53.728649999999995,25.22 GB,27082275332,openneuro,ds004279,Healthy,Auditory,Perception,eeg,Large Spanish EEG,CC0,doi:10.18112/openneuro.ds004279.v1.1.2,1.0
185,ds004284,18,18,1,129,1000,9.454245,16.36 GB,17562665263,openneuro,ds004284,Healthy,Visual,Decision-making,eeg,eeg-neuroforecasting,CC0,doi:10.18112/openneuro.ds004284.v1.0.0,1.0
186,ds004295,26,26,1,66,1024*,34.312777777777775,31.51 GB,33829431825,openneuro,ds004295,Healthy,Multisensory,Learning,eeg,Reward gain and punishment avoidance reversal learning,CC0,doi:10.18112/openneuro.ds004295.v1.0.0,1.0
187,ds004306,15,12,1,128,1024,18.18320014105903,654.95 MB,686761341,openneuro,ds004306,Healthy,Multisensory,Perception,eeg,EEG Semantic Imagination and Perception Dataset,CC0,doi:10.18112/openneuro.ds004306.v1.0.2,1.0
188,ds004315,50,50,1,66,500,21.10388888888889,9.81 GB,10532286604,openneuro,ds004315,Healthy,Multisensory,Affect,eeg,"Mood Manipulation and PST, Experiment 1",CC0,doi:10.18112/openneuro.ds004315.v1.0.0,1.0
189,ds004317,50,50,1,66,500,37.76679166666667,18.29 GB,19639199295,openneuro,ds004317,Healthy,Multisensory,Affect,eeg,"Mood Manipulation and PST, Experiment 2",CC0,doi:10.18112/openneuro.ds004317.v1.0.3,1.0
190,ds004324,26,26,1,38,500,19.21581888888889,2.46 GB,2637688659,openneuro,ds004324,Healthy,Multisensory,Affect,eeg,ToonFaces,CC0,doi:10.18112/openneuro.ds004324.v1.0.0,0.0
191,ds004330,270,30,1,310,1000,36.68270277777778,153.69 GB,165027293648,openneuro,ds004330,Healthy,Visual,Perception,meg,The spatiotemporal neural dynamics of object recognition for natural images and line drawings (MEG),CC0,doi:10.18112/openneuro.ds004330.v1.0.0,1.0
192,ds004346,3,1,1,343,1000,0.803055,3.59 GB,3857854581,openneuro,ds004346,Unknown,Unknown,Unknown,meg,FLUX: A pipeline for MEG analysis,CC0,doi:10.18112/openneuro.ds004346.v1.0.8,0.0
193,ds004347,24,24,1,72,512,6.375555555555556,2.4 GB,2574266001,openneuro,ds004347,Healthy,Visual,Perception,eeg,Symmetry perception and affective responses: a combined EEG/EMG study,CC0,doi:10.18112/openneuro.ds004347.v1.0.0,0.0
194,ds004348,18,9,2,34,200,17.527765277777778,8.19 GB,8793613791,openneuro,ds004348,Healthy,Sleep,Sleep,eeg,Ear-EEG Sleep Monitoring 2017 (EESM17),CC0,doi:10.18112/openneuro.ds004348.v1.0.5,0.0
195,ds004350,240,24,5,64,256,41.21611111111111,9.44 GB,10139679269,openneuro,ds004350,Healthy,Visual,Memory,eeg,Executive Functionning Study for Assessing the Effect of Neurofeedback,CC0,doi:10.18112/openneuro.ds004350.v2.0.0,1.0
196,ds004356,24,22,1,34,10000,46.26655555555555,213.08 GB,228796285688,openneuro,ds004356,Healthy,Auditory,Perception,eeg,Subcortical responses to music and speech are alike while cortical responses diverge,CC0,doi:10.18112/openneuro.ds004356.v2.2.1,2.0
197,ds004357,16,16,1,63,1000,11.307033333333331,19.34 GB,20769757800,openneuro,ds004357,Healthy,Visual,Perception,eeg,Features-EEG,CC0,doi:10.18112/openneuro.ds004357.v1.0.1,2.0
198,ds004362,1526,109,1,64,160*,48.534444444444446,7.77 GB,8347280653,openneuro,ds004362,Healthy,Visual,Motor,eeg,EEG Motor Movement/Imagery Dataset,CC0,doi:10.18112/openneuro.ds004362.v1.0.0,2.0
199,ds004367,40,40,1,68,1200,24.809597685185185,27.98 GB,30039343360,openneuro,ds004367,Schizophrenia/Psychosis,Visual,Perception,eeg,Meta-rdk: Raw EEG data,CC0,doi:10.18112/openneuro.ds004367.v1.0.2,1.0
200,ds004368,40,39,1,63,128,0.0333333333333333,997.14 MB,1045574363,openneuro,ds004368,Schizophrenia/Psychosis,Visual,Perception,eeg,Meta-rdk: Preprocessed EEG data,CC0,doi:10.18112/openneuro.ds004368.v1.0.2,0.0
201,ds004369,41,41,1,7,500,37.333333333333336,2.03 GB,2182344547,openneuro,ds004369,Healthy,Auditory,Perception,eeg,Blink-Pause-Relation (Competing Speaker Paradigm),CC0,doi:10.18112/openneuro.ds004369.v1.0.1,1.0
202,ds004370,15,7,2,133*,2048,10.201727430555556,27.55 GB,29584367694,openneuro,ds004370,Surgery,Anesthesia,Clinical/Intervention,ieeg,PRIOS,CC0,doi:10.18112/openneuro.ds004370.v1.0.2,1.0
203,ds004381,437,18,1,4*,20000,11.815105777777775,7.73 GB,8296777421,openneuro,ds004381,Surgery,Other,Other,eeg,Intraoperative EEG dataset during medianus-tibialis stimulation with 8 different rates,CC0,doi:10.18112/openneuro.ds004381.v1.0.2,2.0
204,ds004388,399,40,3,115*,10000,43.48990325,682.54 GB,732876216370,openneuro,ds004388,Healthy,Tactile,Perception,eeg,Somatosensory evoked potentials in the human spinal cord to mixed nerve stimulation,CC0,doi:10.18112/openneuro.ds004388.v1.0.0,3.0
205,ds004389,260,26,4,90,10000,30.655941527777777,376.5 GB,404264478546,openneuro,ds004389,Healthy,Tactile,Perception,eeg,Somatosensory evoked potentials in the human spinal cord to mixed and sensory nerve stimulation,CC0,doi:10.18112/openneuro.ds004389.v1.0.0,2.0
206,ds004395,6483,364,3,129*,500*,9115.806919930556,8.72 TB,9583322399138,openneuro,ds004395,Healthy,Unknown,Memory,eeg,Penn Electrophysiology of Encoding and Retrieval Study (PEERS),CC0,doi:10.18112/openneuro.ds004395.v2.0.0,6.0
207,ds004398,1,1,1,305,600,,1.28 GB,1373056065,openneuro,ds004398,Unknown,Unknown,Unknown,meg,planmemreplay,CC0,doi:10.18112/openneuro.ds004398.v1.0.0,1.0
208,ds004408,380,19,1,128,512,20.59452419704861,18.7 GB,20083249467,openneuro,ds004408,Healthy,Auditory,Other,eeg,EEG responses to continuous naturalistic speech,CC0,doi:10.18112/openneuro.ds004408.v1.0.8,1.0
209,ds004444,465,30,1,129,1000,55.68745555555555,48.62 GB,52204973510,openneuro,ds004444,Healthy,Visual,Motor,eeg,The BMI-HDEEG dataset 1,CC0,doi:10.18112/openneuro.ds004444.v1.0.1,1.0
210,ds004446,237,30,1,129,1000,33.486105555555554,29.23 GB,31382983993,openneuro,ds004446,Healthy,Visual,Motor,eeg,The BMI-HDEEG dataset 2,CC0,doi:10.18112/openneuro.ds004446.v1.0.1,1.0
211,ds004447,418,22,1,129,1000,23.55436055555556,20.73 GB,22253513860,openneuro,ds004447,Healthy,Visual,Motor,eeg,The BMI-HDEEG dataset 3,CC0,doi:10.18112/openneuro.ds004447.v1.0.1,1.0
212,ds004448,280,56,1,129,1000,43.732013888888886,38.17 GB,40980947792,openneuro,ds004448,Healthy,Visual,Motor,eeg,The BMI-HDEEG dataset 4,CC0,doi:10.18112/openneuro.ds004448.v1.0.2,1.0
213,ds004457,5,5,1,206*,2048,5.6259163411458335,10.9 GB,11705318065,openneuro,ds004457,Unknown,Other,Clinical/Intervention,ieeg,Electrical stimulation of temporal and limbic circuitry produces distinct responses in human ventral temporal cortex,CC0,doi:10.18112/openneuro.ds004457.v1.0.1,3.0
214,ds004460,40,20,1,160,1000,27.49372888888889,59.07 GB,63428693430,openneuro,ds004460,Healthy,Visual,Perception,eeg,EEG and motion capture data set for a full-body/joystick rotation task,CC0,doi:10.18112/openneuro.ds004460.v1.1.0,1.0
215,ds004473,8,8,1,129,999,6.9854377764705875,6.3 GB,6767566336,openneuro,ds004473,Epilepsy,Unknown,Motor,ieeg,sEEG Forced Two-Choice Task,CC0,doi:10.18112/openneuro.ds004473.v1.0.1,1.0
216,ds004475,30,30,1,260*,512,26.898611111111112,48.54 GB,52115324993,openneuro,ds004475,Healthy,Motor,Motor,eeg,Mobile EEG split-belt walking study,CC0,doi:10.18112/openneuro.ds004475.v1.0.3,2.0
217,ds004477,9,9,1,80,2048,13.557221001519098,22.34 GB,23989925051,openneuro,ds004477,Healthy,Multisensory,Decision-making,eeg,PES - Pandemic Emergency Scenario,CC0,doi:10.18112/openneuro.ds004477.v1.0.2,0.0
218,ds004483,282,19,1,396,250,16.683036666666666,23.42 GB,25146610011,openneuro,ds004483,Healthy,Auditory,Memory,meg,ABSeqMEG,CC0,doi:10.18112/openneuro.ds004483.v1.0.0,2.0
219,ds004502,48,48,1,63*,1000*,92.62319444444444,59.44 GB,63828222669,openneuro,ds004502,Unknown,Unknown,Unknown,eeg,Anticipatory differences between Attention and Expectation,CC0,doi:10.18112/openneuro.ds004502.v1.0.1,3.0
220,ds004504,88,88,1,19,500,19.608416666666667,2.64 GB,2829897024,openneuro,ds004504,Dementia,Resting State,Clinical/Intervention,eeg,"A dataset of EEG recordings from: Alzheimer's disease, Frontotemporal dementia and Healthy subjects",CC0,doi:10.18112/openneuro.ds004504.v1.0.8,55.0
221,ds004505,25,25,1,313*,250,30.398184444444443,34.57 GB,37123164373,openneuro,ds004505,Healthy,Motor,Motor,eeg,Real World Table Tennis,CC0,doi:10.18112/openneuro.ds004505.v1.0.4,5.0
222,ds004511,134,45,3,139,3000,64.14129787037037,202.28 GB,217194708760,openneuro,ds004511,Healthy,Visual,Decision-making,eeg,Deception_data,CC0,doi:10.18112/openneuro.ds004511.v1.0.2,2.0
223,ds004514,24,12,2,80*,2048*,29.3083050390625,24.15 GB,25930603322,openneuro,ds004514,Healthy,Multisensory,Other,"eeg, fnirs",Simultaneous EEG and fNIRS recordings for semantic decoding of imagined animals and tools,CC0,doi:10.18112/openneuro.ds004514.v1.1.2,
224,ds004515,54,54,1,66,500,20.609680555555556,9.48 GB,10177195129,openneuro,ds004515,Other,Visual,Affect,eeg,EEG: Alcohol imagery reinforcement learning task with light and heavy drinker participants,CC0,doi:10.18112/openneuro.ds004515.v1.0.0,4.0
225,ds004517,7,7,1,80,2048,7.691110161675347,12.68 GB,13610005494,openneuro,ds004517,Healthy,Visual,Other,eeg,EEG recordings for semantic decoding of imagined animals and tools during auditory imagery task,CC0,doi:10.18112/openneuro.ds004517.v1.0.2,
226,ds004519,40,40,1,62,250,0.0666666666666666,12.56 GB,13486847571,openneuro,ds004519,Healthy,Visual,Attention,eeg,Internal selective attention is delayed by competition between endogenous and exogenous factors,CC0,doi:10.18112/openneuro.ds004519.v1.0.1,3.0
227,ds004520,33,33,1,62,250,0.055,10.41 GB,11175907697,openneuro,ds004520,Healthy,Visual,Memory,eeg,Changes in behavioral priority influence the accessibility of working memory content - Experiment 2,CC0,doi:10.18112/openneuro.ds004520.v1.0.1,3.0
228,ds004521,34,34,1,62,250,0.0566666666666666,10.68 GB,11470005753,openneuro,ds004521,Healthy,Visual,Motor,eeg,Changes in behavioral priority influence the accessibility of working memory content - Experiment 1,CC0,doi:10.18112/openneuro.ds004521.v1.0.1,3.0
229,ds004532,137,110,1,64,500,49.65127888888889,21.76 GB,23367840317,openneuro,ds004532,Healthy,Visual,Learning,eeg,EEG: Probabilistic Selection Task (PST) + PST with Cabergoline Challenge,CC0,doi:10.18112/openneuro.ds004532.v1.2.0,0.0
